"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1968","Orioles","91","71","31","1451.1","497","429","6.89","6.47","3.11","0.63","1.11",".242","","2.66","2.98","","132.1","20.0","16.2"
"1877","Brown Stockings","28","32","0","541.0","318","160","9.68","2.20","1.53","0.03","1.25",".294","","2.66","2.91","","30.7","4.6","2.6"
"1981","Astros","61","49","25","990.0","331","293","7.65","5.55","2.73","0.36","1.15",".261","","2.66","2.84","","131.5","18.4","15.6"
"1916","Senators","76","77","7","1430.2","543","424","8.00","4.44","3.08","0.09","1.23",".278","","2.67","2.56","","147.6","17.5","18.1"
"1888","Alleghenys","66","67","0","1203.1","580","357","8.90","2.74","1.67","0.17","1.17",".278","","2.67","2.85","","71.0","9.1","6.6"
"1884","Browns","67","40","0","987.0","539","293","8.03","4.35","1.57","0.15","1.07",".273","","2.67","3.04","","125.2","13.4","11.1"
"1902","Reds","70","70","1","1239.0","566","368","8.92","3.12","2.56","0.11","1.28",".284","","2.67","2.98","","133.3","16.4","14.6"
"1944","Cardinals","105","49","12","1427.0","490","424","7.74","4.02","2.95","0.35","1.19",".252","","2.67","3.18","","201.4","36.0","22.5"
"1881","Blues","36","48","0","760.0","414","226","8.73","2.84","1.49","0.11","1.14",".277","","2.68","2.71","","67.5","7.5","6.3"
"1885","Colonels","53","59","1","1002.0","598","298","8.33","4.15","1.95","0.12","1.14",".279","","2.68","2.78","","129.4","11.6","12.0"
"1910","Giants","91","63","10","1391.2","569","414","8.34","4.64","2.57","0.19","1.21",".282","","2.68","2.43","","185.4","20.0","21.3"
"1884","Buckeyes","69","39","1","962.1","459","287","7.62","4.92","1.61","0.21","1.03",".266","","2.68","3.01","","84.3","17.1","7.5"
"1966","White Sox","83","79","34","1475.1","517","440","7.50","5.47","2.46","0.62","1.11",".248","","2.68","3.12","","158.3","24.4","17.8"
"1906","Reds","64","87","5","1369.2","582","409","8.20","3.73","3.09","0.09","1.25",".272","","2.69","2.70","","133.9","13.8","16.0"
"1968","Dodgers","76","86","31","1448.2","509","433","8.03","6.18","2.57","0.40","1.18",".277","","2.69","2.53","","118.6","14.0","15.2"
"1911","Giants","99","54","13","1368.0","542","409","8.34","5.07","2.43","0.22","1.20",".286","","2.69","2.76","","222.9","25.7","23.0"
"1912","Senators","91","61","7","1376.2","581","412","7.97","5.41","3.43","0.16","1.27",".281","","2.69","3.02","","146.2","25.7","16.0"
"1902","Superbas","75","63","3","1256.0","519","376","7.98","3.84","2.60","0.07","1.18",".268","","2.69","2.78","","124.8","16.8","13.4"
"1907","Cardinals","51","101","2","1365.2","607","409","7.99","3.91","3.30","0.13","1.25",".268","","2.70","2.60","","95.8","3.7","11.5"
"1904","Superbas","56","97","2","1337.1","616","401","8.62","3.05","2.79","0.18","1.27",".274","","2.70","2.93","","61.4","8.0","6.7"
"1917","Reds","78","76","6","1397.1","611","419","8.75","3.14","2.59","0.13","1.26",".272","","2.70","2.68","","92.9","5.5","11.4"
"1884","Reds","56","51","1","953.1","558","286","8.35","7.11","1.04","0.16","1.04",".310","","2.70","2.27","","129.8","13.3","12.6"
"1919","Giants","87","53","13","1256.0","470","377","8.26","2.44","2.19","0.24","1.16",".252","","2.70","3.09","","67.3","14.9","7.9"
"1914","Pirates","69","85","11","1405.0","540","422","8.15","3.13","2.51","0.17","1.18",".264","","2.70","2.83","","108.5","18.4","12.2"
"1885","Grays","53","57","0","960.2","531","289","8.54","3.48","2.20","0.17","1.19",".277","","2.71","3.09","","78.8","9.6","7.4"
"1914","Cubs","78","76","11","1389.1","638","418","7.57","4.22","3.42","0.24","1.22",".257","","2.71","2.99","","95.1","7.4","10.7"
"1968","Giants","88","74","16","1469.0","529","442","7.98","5.77","2.11","0.53","1.12",".265","","2.71","2.62","","142.1","17.7","18.7"
"1933","Giants","91","61","15","1408.2","514","424","8.18","3.55","2.56","0.39","1.19",".256","","2.71","3.48","","117.3","25.2","12.8"
"1881","Red Caps","38","45","3","730.2","410","220","9.40","2.45","1.76","0.11","1.24",".288","","2.71","2.89","","58.4","6.9","5.4"
"1884","Orioles","63","43","1","955.2","515","288","8.18","5.98","2.06","0.15","1.14",".293","","2.71","2.85","","132.1","12.7","11.7"
"1968","Tigers","103","59","29","1489.2","492","449","7.13","6.74","2.94","0.78","1.12",".246","","2.71","3.06","","144.6","25.1","17.8"
"1884","Browns/Stogies","41","49","0","803.2","411","243","8.32","7.60","1.53","0.13","1.09",".315","","2.72","2.29","","106.9","17.1","10.4"
"1964","White Sox","98","64","45","1467.2","501","444","7.46","5.86","2.46","0.76","1.10",".248","","2.72","3.28","","176.8","29.8","19.4"
"1968","Mets","73","89","32","1483.1","499","449","7.58","6.15","2.61","0.53","1.13",".261","","2.72","2.74","","128.4","23.0","16.5"
"1888","Red Stockings","80","54","2","1237.2","628","375","8.02","3.92","2.25","0.14","1.14",".269","","2.73","2.74","","142.9","20.7","14.1"
"1903","Naps","77","63","1","1243.2","578","377","8.40","3.77","1.96","0.12","1.15",".277","","2.73","2.74","","118.5","12.4","12.7"
"1915","Terriers","87","67","9","1426.0","528","433","8.00","4.41","2.50","0.14","1.17",".273","","2.73","2.46","","200.9","26.0","23.8"
"1913","Senators","90","64","20","1396.1","568","424","7.59","4.89","3.00","0.23","1.18",".264","","2.73","2.80","","121.2","20.1","14.3"
"1919","Robins","69","71","1","1281.0","513","389","8.82","3.34","2.05","0.15","1.21",".277","","2.73","2.71","","155.0","14.5","18.3"
"1918","White Sox","57","67","8","1126.0","443","342","8.73","2.79","2.40","0.07","1.24",".280","","2.73","2.56","","120.7","11.2","14.6"
"1905","Browns","54","99","2","1384.2","608","421","8.09","4.11","2.53","0.12","1.18",".273","","2.74","2.63","","88.1","7.0","10.1"
"1888","Wolverines","68","63","1","1199.0","629","365","8.37","3.92","1.37","0.33","1.08",".273","","2.74","2.72","","147.0","9.4","14.2"
"1968","Pirates","80","82","30","1487.0","532","453","8.00","5.43","2.94","0.44","1.22",".269","","2.74","2.87","","96.7","17.4","12.3"
"1914","Braves","94","59","6","1421.0","548","433","8.06","3.84","3.02","0.24","1.23",".266","","2.74","2.94","","145.5","25.2","16.7"
"1911","Red Sox","78","75","8","1351.2","642","412","8.72","4.73","3.15","0.14","1.32",".293","","2.74","2.97","","144.1","19.1","15.6"
"1880","Trojans","41","42","0","738.0","438","225","9.30","2.11","1.38","0.10","1.19",".283","","2.74","2.66","","62.2","5.4","6.1"
"1968","White Sox","67","95","40","1468.0","527","448","7.91","5.11","2.76","0.59","1.19",".258","","2.75","3.16","","109.3","17.5","13.2"
"1917","Senators","74","79","10","1413.0","567","432","7.75","4.06","3.42","0.08","1.24",".268","","2.75","2.69","","119.8","13.0","14.4"
"1918","Browns","58","64","8","1111.1","448","340","8.04","2.80","3.26","0.09","1.26",".259","","2.75","2.90","","82.9","10.2","9.8"
"1882","Blues","42","40","0","751.2","411","230","8.90","2.78","1.58","0.26","1.16",".276","","2.75","3.05","","50.6","11.6","4.6"
"1903","Tigers","65","71","2","1196.0","539","366","8.80","4.17","2.53","0.14","1.26",".290","","2.75","2.88","","112.5","14.3","11.9"
"1912","Red Sox","105","47","6","1362.0","544","417","8.21","4.70","2.54","0.12","1.20",".281","","2.76","2.82","","169.5","27.6","18.1"
"1871","White Stockings","19","9","1","251.0","241","77","11.04","0.79","1.00","0.22","1.34",".306","","2.76","4.05","","49.9","5.4","2.7"
"1891","Beaneaters","87","51","6","1241.2","658","381","8.86","3.81","2.64","0.37","1.28",".283","","2.76","3.25","","198.3","25.2","17.6"
"1916","Pirates","65","89","7","1419.2","586","436","8.10","3.78","2.81","0.15","1.21",".264","","2.76","2.71","","96.8","8.2","11.8"
"1917","Braves","72","81","3","1424.2","558","438","8.27","3.75","2.34","0.12","1.18",".268","","2.77","2.45","","114.0","10.9","14.0"
"1903","Browns","65","74","3","1222.1","525","376","8.98","3.76","1.75","0.19","1.19",".289","","2.77","2.78","","101.7","14.2","10.6"
"1904","Tigers","62","90","2","1430.0","627","440","8.47","3.50","2.73","0.10","1.24",".277","","2.77","2.69","","68.6","7.2","8.0"
"1873","Whites","36","17","0","481.0","396","148","11.73","0.52","0.82","0.06","1.40",".320","","2.77","3.17","","90.3","9.9","5.5"
"1903","Cubs","82","56","6","1240.1","598","382","8.58","3.27","2.57","0.10","1.24",".277","","2.77","3.03","","126.5","17.6","12.7"
"1916","Yankees","80","74","17","1428.0","561","440","7.87","3.88","3.00","0.23","1.21",".272","","2.77","2.89","","105.5","15.9","12.6"
"1914","Athletics","98","53","17","1404.0","529","433","8.10","4.62","3.34","0.12","1.27",".278","","2.78","2.69","","122.4","18.0","14.2"
"1883","White Stockings","59","39","1","862.0","540","266","9.84","3.12","1.28","0.22","1.24",".302","","2.78","3.31","","116.4","12.3","10.1"
"1906","Highlanders","90","61","5","1357.2","544","419","8.19","4.01","2.33","0.14","1.17",".274","","2.78","2.45","","148.1","18.8","18.1"
"1917","Robins","70","81","9","1421.1","566","439","8.16","3.69","2.56","0.20","1.19",".263","","2.78","2.68","","100.0","12.8","12.3"
"1954","Indians","111","43","36","1419.1","504","439","7.74","4.30","3.08","0.56","1.20",".246","","2.78","3.32","","180.7","30.2","19.9"
"1972","Dodgers","85","70","29","1403.0","527","434","7.67","5.49","2.75","0.53","1.16",".253","","2.78","2.94","","146.2","19.6","17.5"
"1890","Reds","77","55","1","1190.2","633","369","8.29","3.69","3.08","0.31","1.26",".269","","2.79","3.62","","164.1","22.7","13.9"
"1882","Alleghenys","39","39","0","696.2","418","216","8.97","3.26","1.06","0.05","1.11",".287","","2.79","2.47","","98.9","7.3","9.1"
"1968","Yankees","83","79","27","1467.1","531","455","8.02","5.10","2.60","0.61","1.18",".260","","2.79","3.06","","107.0","15.1","13.0"
"1915","Rebels","86","67","12","1382.1","524","429","8.29","3.37","2.87","0.24","1.24",".268","","2.79","2.97","","101.3","21.0","11.4"
"1908","Doves","63","91","1","1404.2","627","436","8.09","2.67","2.71","0.19","1.20",".258","","2.79","2.68","","86.8","3.4","10.5"
"1879","Trojans","19","56","0","695.0","543","216","10.88","2.72","0.61","0.17","1.28",".321","","2.80","2.58","","72.5","-4.1","6.6"
"1882","Red Caps","45","39","0","749.0","414","233","8.87","4.23","0.93","0.12","1.09",".293","","2.80","2.31","","106.5","8.5","9.8"
"1920","Giants","86","68","9","1408.2","543","439","8.81","2.43","1.90","0.28","1.19",".266","","2.80","3.29","","112.6","19.9","12.2"
"1918","Robins","57","69","2","1131.2","459","353","8.14","3.14","2.54","0.17","1.19",".260","","2.81","2.71","","96.3","11.6","11.8"
"1965","Dodgers","97","65","34","1476.0","521","461","7.46","6.58","2.59","0.77","1.12",".252","","2.81","3.10","","128.8","25.9","15.6"
"1905","Phillies","83","69","5","1398.2","603","437","8.38","3.32","2.64","0.14","1.23",".272","","2.81","2.86","","95.9","16.4","10.6"
"1875","Westerns","1","12","0","112.0","88","35","8.84","0.80","1.13","0.00","1.11",".265","","2.81","2.57","","15.6","0.3","1.3"
"1972","Pirates","96","59","48","1414.1","512","442","8.16","5.33","2.76","0.57","1.21",".268","","2.81","3.02","","151.7","23.6","18.2"
"1914","Yankees","70","84","5","1397.1","550","437","8.22","3.63","2.51","0.19","1.19",".270","","2.81","2.75","","125.3","16.9","14.6"
"1914","Robins","75","79","11","1368.1","612","428","8.43","3.98","3.07","0.24","1.28",".277","","2.82","2.92","","120.7","11.6","13.7"
"1942","Reds","76","76","8","1411.2","545","442","7.73","3.93","3.35","0.30","1.23",".248","","2.82","3.14","","153.0","19.6","17.4"
"1902","Giants","48","88","1","1226.1","589","384","8.76","3.68","2.44","0.12","1.24",".285","","2.82","2.83","","99.3","6.6","10.7"
"1919","Yankees","80","59","7","1287.0","512","403","7.99","3.50","3.03","0.33","1.22",".259","","2.82","3.28","","99.3","20.8","11.2"
"1915","Packers","81","72","11","1359.0","551","426","8.01","3.48","2.58","0.19","1.18",".263","","2.82","2.77","","120.7","15.7","13.8"
"1910","Tigers","86","68","5","1380.1","582","433","8.20","3.47","3.00","0.22","1.24",".267","","2.82","2.87","","75.1","13.4","8.8"
"1886","Alleghenys","80","57","1","1226.0","647","385","8.30","3.78","2.19","0.07","1.17",".276","","2.83","3.10","","126.3","21.3","11.1"
"1904","Browns","65","87","1","1410.0","604","443","8.52","3.68","2.13","0.16","1.18",".278","","2.83","2.54","","71.8","6.4","8.5"
"1898","Orphans","85","64","0","1342.2","679","422","9.10","2.17","2.44","0.11","1.28",".279","","2.83","3.26","","158.5","21.7","15.1"
"1905","Tigers","79","74","1","1348.0","608","424","8.19","3.86","3.16","0.07","1.26",".274","","2.83","2.83","","84.3","7.7","9.5"
"1910","Pirates","86","67","12","1376.0","576","433","8.20","3.13","2.56","0.13","1.20",".266","","2.83","2.67","","133.9","16.8","15.1"
"1969","Orioles","109","53","36","1473.2","517","464","7.29","5.48","3.04","0.71","1.15",".243","","2.83","3.38","","186.3","30.8","20.5"
"1911","Pirates","85","69","11","1380.1","561","435","8.14","3.94","2.45","0.23","1.18",".270","","2.84","3.04","","189.6","25.9","19.4"
"1881","Bisons","45","38","0","742.1","447","234","10.68","2.24","1.08","0.11","1.31",".314","","2.84","2.71","","85.8","5.6","8.1"
"1905","Americans","78","74","1","1356.1","564","428","7.95","4.33","1.94","0.22","1.10",".269","","2.84","2.52","","142.8","14.7","17.1"
"1915","Reds","71","83","12","1432.1","585","452","8.19","3.59","3.12","0.18","1.26",".269","","2.84","2.90","","93.9","14.3","10.9"
"1942","Dodgers","104","50","24","1398.2","512","442","7.75","3.94","3.17","0.47","1.21",".246","","2.84","3.35","","145.1","25.2","16.3"
"1905","Naps","76","78","0","1363.1","587","431","8.26","3.66","2.20","0.15","1.16",".272","","2.85","2.66","","95.0","9.3","10.8"
"1914","Browns","71","82","11","1410.2","614","446","8.35","3.53","3.45","0.13","1.31",".273","","2.85","2.98","","58.7","7.1","6.7"
"1912","Pirates","93","58","7","1385.0","565","439","8.24","4.31","3.23","0.18","1.27",".277","","2.85","3.23","","149.1","27.8","15.0"
"1963","Dodgers","99","63","29","1469.2","550","466","8.14","6.71","2.46","0.68","1.18",".274","","2.85","2.86","","142.6","18.6","17.7"
"1886","Wolverines","87","36","0","1103.2","538","350","8.11","4.83","2.20","0.16","1.15",".279","","2.85","3.00","","161.5","23.1","14.6"
"1914","Tigers","80","73","12","1412.0","618","448","8.19","3.61","3.17","0.11","1.26",".271","","2.86","2.85","","103.7","10.0","12.0"
"1972","Twins","77","77","34","1399.1","535","444","7.64","5.39","2.86","0.68","1.17",".250","","2.86","3.21","","124.9","15.9","15.2"
"1892","Beaneaters","102","48","1","1336.0","649","424","7.79","3.43","3.10","0.28","1.21",".255","","2.86","3.20","","179.1","27.6","16.8"
"1915","Tigers","100","54","19","1413.1","597","449","8.02","3.50","3.13","0.09","1.24",".266","","2.86","2.80","","141.3","18.0","16.2"
"1905","Pirates","96","57","6","1382.2","569","440","8.27","3.33","2.53","0.08","1.20",".271","","2.86","2.74","","138.4","21.6","15.6"
"1886","Giants","75","44","1","1062.0","558","338","8.72","4.98","2.37","0.19","1.23",".295","","2.86","3.07","","125.6","15.9","11.1"
"1915","Cardinals","72","81","9","1400.2","601","446","8.48","3.46","2.58","0.19","1.23",".274","","2.87","2.78","","105.5","9.1","12.4"
"1901","Phillies","83","57","2","1246.1","543","397","8.82","3.47","1.87","0.14","1.19",".284","","2.87","2.98","","148.6","22.6","14.6"
"1905","Senators","64","87","1","1362.1","623","434","8.26","3.56","2.54","0.08","1.20",".273","","2.87","2.69","","85.3","4.2","9.7"
"1883","Athletics","66","32","0","873.0","547","279","9.49","3.58","0.98","0.23","1.16",".298","","2.88","3.12","","139.0","10.7","12.0"
"1885","Wolverines","41","67","1","954.1","582","305","9.11","4.48","2.11","0.17","1.25",".300","","2.88","2.83","","121.6","4.9","11.4"
"1909","Browns","61","89","4","1354.2","578","433","8.55","4.12","2.54","0.11","1.23",".284","","2.88","2.30","","99.8","7.0","12.4"
"1919","Pirates","71","68","4","1249.0","466","400","8.02","2.82","1.90","0.17","1.10",".252","","2.88","2.82","","130.8","18.0","15.5"
"1910","Naps","71","81","5","1467.0","654","470","8.54","3.79","2.99","0.06","1.28",".282","","2.88","2.57","","115.1","8.6","13.7"
"1891","Pirates","55","80","2","1197.2","744","384","8.72","3.35","3.49","0.23","1.36",".278","","2.89","3.44","","127.4","9.9","10.8"
"1920","Pirates","79","75","10","1415.1","552","454","8.83","2.82","1.78","0.16","1.18",".272","","2.89","3.00","","177.5","22.0","19.7"
"1904","Pirates","87","66","1","1348.1","587","433","8.50","3.04","2.53","0.09","1.23",".273","","2.89","2.71","","120.0","15.9","13.8"
"1968","Twins","79","83","29","1433.1","546","461","7.69","6.25","2.60","0.58","1.14",".259","","2.89","2.78","","186.5","15.8","23.1"
"1981","Yankees","59","48","30","948.0","343","305","7.85","5.75","2.72","0.61","1.18",".263","","2.90","3.14","","137.0","18.2","15.6"
"1911","Cubs","92","62","16","1411.0","607","454","8.10","3.71","3.35","0.17","1.27",".268","","2.90","3.30","","142.3","21.5","14.3"
"1920","Reds","82","71","9","1391.2","569","448","8.58","2.81","2.54","0.17","1.24",".268","","2.90","3.29","","101.8","15.7","10.9"
"1898","Orioles","95","53","0","1323.0","623","426","8.41","2.87","2.72","0.12","1.24",".269","","2.90","3.20","","177.7","27.2","16.9"
"1913","Pirates","78","71","7","1400.0","585","451","8.64","3.79","2.79","0.17","1.27",".282","","2.90","2.88","","123.3","17.2","13.7"
"1918","Braves","53","71","0","1117.1","469","360","8.95","2.74","2.23","0.11","1.24",".277","","2.90","2.59","","87.2","6.7","10.5"
"1901","Beaneaters","69","69","0","1263.0","556","407","8.52","3.98","2.49","0.21","1.22",".280","","2.90","3.17","","160.4","24.5","15.8"
"1883","Metropolitans","54","42","0","874.0","405","282","7.71","4.94","1.27","0.12","1.00",".271","","2.90","2.76","","166.4","24.5","14.6"
"1916","Indians","77","77","16","1410.0","602","455","8.83","3.43","2.98","0.10","1.31",".292","","2.90","2.76","","145.5","13.2","17.6"
"1942","Yankees","103","51","17","1375.0","507","444","8.24","3.65","2.82","0.46","1.23",".259","","2.91","3.25","","154.7","29.4","17.3"
"1988","Mets","100","60","46","1439.0","532","465","7.84","6.88","2.53","0.49","1.15",".276","","2.91","2.86","","217.1","22.0","25.6"
"1964","Angels","82","80","41","1450.2","551","469","7.90","5.99","3.29","0.62","1.24",".266","","2.91","3.37","","157.6","23.1","17.7"
"1903","Pirates","91","49","5","1251.1","625","405","8.74","3.27","2.76","0.06","1.28",".282","","2.91","3.04","","139.8","18.1","14.3"
