"Season","Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ"
"1928","Yankees","1152","154","1375.1","3053","1704","174","","","332","","","","","","","9","",".965","-17"
"1934","Phillies","1120","149","1297.0","2830","1637","170","","","363","","","","","","","11","",".963","-17"
"1935","Reds","1133","154","1356.0","3025","1749","167","","","379","","","","","","","20","",".966","-17"
"1945","Braves","1150","154","1391.2","2978","1760","162","","","391","","","","","","","4","",".967","-17"
"1947","Browns","1114","154","1365.0","2993","1675","117","","","428","","","","","","","11","",".976","-17"
"1949","Phillies","1142","154","1391.2","2973","1608","125","","","373","","","","","","","18","",".973","-17"
"1950","Athletics","1115","154","1346.1","2865","1693","132","","","560","","","","","","","9","",".972","-17"
"1962","Dodgers","2069","1485","13398.0","4465","1731","193","","","370","","","","","59","34","17","54",".970","-17"
"1963","Indians","1889","1458","13221.0","4408","1603","143","","","346","","","","","51","34","12","39",".977","-17"
"1972","Royals","1771","1386","12431.0","4147","1760","116","","","447","","","","","86","42","17","37",".981","-17"
"1978","Cardinals","1916","1458","12939.0","4307","1846","136","","","416","","","","","162","78","11","61",".978","-17"
"1986","Expos","2068","1449","13197.0","4395","1785","133","","","358","","","","","200","54","21","49",".979","-17"
"1995","White Sox","1885","1305","11562.0","3856","1415","108","","","337","","","","","106","59","12","45",".980","-17"
"1996","White Sox","2100","1458","13149.0","4382","1574","109","","","397","","","","","105","55","8","59",".982","-17"
"1875","Centennials","86","14","126.0","296","161","136","","","10","","","","","","","0","",".771","-18"
"1875","Mutuals","442","71","637.2","1495","775","431","","","63","","","","","","","0","",".840","-18"
"1885","Athletics","692","113","1003.1","2469","1328","386","","","181","","","","","","","144","",".908","-18"
"1900","Cardinals","888","141","1217.1","2757","1771","272","","","140","","","","","","","32","",".943","-18"
"1903","Cardinals","876","139","1212.1","2936","1894","303","","","262","","","","","","","19","",".941","-18"
"1911","Browns","1024","152","1332.1","3048","2039","284","","","275","","","","","","","20","",".947","-18"
"1914","Browns","1149","159","1410.2","3297","1964","260","","","225","","","","","","","30","",".953","-18"
"1917","White Sox","1076","156","1424.1","3138","1727","181","","","272","","","","","","","10","",".964","-18"
"1917","Athletics","1063","154","1365.2","3236","2020","214","","","240","","","","","","","17","",".961","-18"
"1921","Indians","1120","154","1377.0","3080","1809","171","","","313","","","","","","","12","",".966","-18"
"1926","Browns","1112","155","1368.0","3023","1948","185","","","442","","","","","","","13","",".964","-18"
"1934","Dodgers","1181","153","1354.1","3036","1812","156","","","363","","","","","","","16","",".969","-18"
"1941","Browns","1167","157","1389.0","3066","1703","125","","","391","","","","","","","15","",".974","-18"
"1964","Cubs","1831","1458","13005.0","4330","2066","163","","","392","","","","","52","50","15","51",".975","-18"
"1973","Twins","1814","1458","13065.0","4360","1761","139","","","391","","","","","93","54","19","61",".978","-18"
"1978","Cubs","2097","1458","13098.0","4365","2055","144","","","413","","","","","118","62","9","53",".978","-18"
"1987","Expos","2055","1458","13053.0","4354","1680","147","","","329","","","","","202","46","8","47",".976","-18"
"1990","Dodgers","2126","1458","12978.0","4328","1612","130","","","303","","","","","134","59","10","63",".979","-18"
"1873","Resolutes","149","23","207.0","513","285","219","","","18","","","","","","","0","",".785","-19"
"1873","Blue Legs","242","39","346.0","807","449","270","","","64","","","","","","","0","",".823","-19"
"1882","Brown Stockings","486","79","688.1","1706","974","370","","","97","","","","","","","136","",".879","-19"
"1888","Hoosiers","835","136","1187.2","2796","1648","379","","","200","","","","","","","96","",".921","-19"
"1890","Pirates","868","138","1219.1","2877","1744","416","","","252","","","","","","","46","",".917","-19"
"1902","Athletics","859","137","1216.1","2895","1770","233","","","180","","","","","","","13","",".952","-19"
"1902","Cardinals","881","140","1227.2","2920","1878","274","","","257","","","","","","","17","",".946","-19"
"1906","Phillies","1000","154","1354.1","3080","1772","252","","","189","","","","","","","13","",".951","-19"
"1910","Cardinals","1050","153","1337.1","3113","1958","213","","","248","","","","","","","22","",".960","-19"
"1918","White Sox","841","124","1126.0","2462","1511","142","","","244","","","","","","","13","",".965","-19"
"1924","Indians","1112","153","1349.0","3010","1890","160","","","301","","","","","","","14","",".968","-19"
"1927","Red Sox","1154","154","1366.1","3113","1948","194","","","399","","","","","","","13","",".963","-19"
"1938","Cardinals","1162","156","1384.2","3038","1716","169","","","382","","","","","","","15","",".966","-19"
"1949","Braves","1168","157","1400.0","3062","1688","121","","","380","","","","","","","8","",".975","-19"
"1963","Senators","1876","1458","13023.0","4339","1822","182","","","453","","","","","73","28","17","48",".971","-19"
"1973","Tigers","1939","1458","13029.0","4343","1709","112","","","377","","","","","107","71","10","48",".982","-19"
"1981","Twins","1274","990","8817.0","2939","1267","96","","","280","","","","","65","53","3","19",".978","-19"
"1981","Giants","1340","999","9084.0","3025","1313","103","","","276","","","","","117","43","7","36",".977","-19"
"1984","Astros","1944","1458","13044.0","4351","1845","133","","","432","","","","","188","68","38","45",".979","-19"
"1992","Red Sox","1947","1458","13038.0","4346","1871","139","","","461","","","","","115","51","8","50",".978","-19"
"1884","Wolverines","697","114","984.2","2394","1274","450","","","141","","","","","","","108","",".891","-20"
"1888","Nationals","824","136","1179.1","2675","1578","383","","","156","","","","","","","94","",".917","-20"
"1891","Orioles","872","139","1217.0","2867","1654","403","","","237","","","","","","","58","",".918","-20"
"1894","Colts","833","134","1148.0","2592","1549","342","","","260","","","","","","","30","",".924","-20"
"1901","Brewers","886","139","1218.0","2871","1841","314","","","256","","","","","","","30","",".938","-20"
"1922","Athletics","1124","155","1362.1","3048","1915","176","","","287","","","","","","","16","",".966","-20"
"1924","Braves","1093","154","1379.1","3028","1969","128","","","419","","","","","","","18","",".975","-20"
"1931","Tigers","1068","154","1384.1","3062","1750","168","","","353","","","","","","","7","",".966","-20"
"1940","Red Sox","1160","154","1379.2","3103","1758","139","","","424","","","","","","","12","",".972","-20"
"1941","Athletics","1095","154","1365.1","2886","1673","171","","","380","","","","","","","20","",".964","-20"
"1943","Senators","1089","153","1388.0","3017","1733","162","","","395","","","","","","","17","",".967","-20"
"1944","Cubs","1161","157","1400.2","3154","1824","164","","","384","","","","","","","10","",".968","-20"
"1950","Senators","1125","155","1364.2","2968","1711","143","","","478","","","","","","","10","",".970","-20"
"1950","Reds","1149","153","1357.2","3061","1559","119","","","352","","","","","","","17","",".975","-20"
"1967","Indians","1989","1458","13299.0","4430","1611","116","","","370","","","","","65","47","29","65",".981","-20"
"1973","Pirates","1888","1458","13056.0","4349","1830","151","","","423","","","","","84","39","9","44",".976","-20"
"1976","Expos","2050","1458","12960.0","4317","1955","155","","","481","","","","","113","69","11","63",".976","-20"
"1977","Athletics","2083","1449","12930.0","4303","1760","190","","","365","","","","","123","91","12","55",".970","-20"
"1978","Indians","1799","1431","12666.0","4221","1766","123","","","370","","","","","129","59","15","57",".980","-20"
"1978","Mets","1971","1458","13098.0","4366","1794","132","","","424","","","","","111","69","16","33",".979","-20"
"1982","Indians","1926","1458","13215.0","4406","1740","124","","","338","","","","","125","60","6","56",".980","-20"
"1984","Cubs","2012","1449","12906.0","4301","1849","121","","","374","","","","","134","69","10","40",".981","-20"
"1986","Phillies","1953","1449","13065.0","4350","1760","137","","","404","","","","","216","70","23","45",".978","-20"
"1987","Athletics","2020","1458","13011.0","4336","1649","142","","","323","","","","","117","54","18","52",".977","-20"
"1990","Expos","2065","1458","13260.0","4418","1646","110","","","338","","","","","194","45","21","27",".982","-20"
"1993","Pirates","2093","1458","13011.0","4336","1815","105","","","436","","","","","148","51","19","55",".983","-20"
"1996","Blue Jays","1941","1458","13011.0","4337","1608","110","","","511","","","","","75","41","16","61",".982","-20"
"1999","Yankees","1940","1458","12957.0","4319","1577","111","","","348","","","","","131","48","18","49",".982","-20"
"1999","Cubs","2198","1458","12876.0","4292","1597","139","","","367","","","","","100","43","14","59",".977","-20"
"1880","Trojans","509","83","738.0","1745","1013","301","","","122","","","","","","","123","",".902","-21"
"1897","Phillies","833","133","1155.1","2626","1498","251","","","148","","","","","","","25","",".943","-21"
"1898","Browns","967","154","1324.1","3062","1994","313","","","223","","","","","","","26","",".942","-21"
"1901","Blues","856","138","1182.1","2732","1697","267","","","211","","","","","","","35","",".943","-21"
"1913","Yankees","1070","153","1344.0","3227","1986","263","","","219","","","","","","","31","",".952","-21"
"1915","Cubs","1096","156","1399.0","3239","1928","223","","","221","","","","","","","18","",".959","-21"
"1932","White Sox","1126","152","1348.2","3023","1871","227","","","442","","","","","","","10","",".956","-21"
"1942","Pirates","1132","151","1351.1","2939","1663","155","","","309","","","","","","","8","",".967","-21"
"1959","Braves","1766","1413","12606.0","4200","1731","127","","","363","","","","","35","32","5","25",".979","-21"
"1967","Braves","1874","1457","13078.0","4369","1800","138","","","407","","","","","81","52","42","57",".978","-21"
"1980","Tigers","1898","1467","13206.0","4405","1787","133","","","439","","","","","102","45","26","52",".979","-21"
"1981","Padres","1373","990","9018.0","3007","1374","103","","","310","","","","","95","53","5","30",".977","-21"
"1988","Orioles","1915","1449","12744.0","4248","1727","118","","","457","","","","","136","56","18","42",".981","-21"
"1989","Twins","2095","1458","12864.0","4287","1600","107","","","373","","","","","115","49","8","46",".982","-21"
"1990","Reds","1980","1458","13107.0","4371","1691","102","","","328","","","","","135","60","19","48",".983","-21"
"1993","Mets","1998","1458","12942.0","4315","1781","156","","","384","","","","","143","56","4","32",".975","-21"
"1999","White Sox","2064","1457","12945.0","4315","1562","136","","","401","","","","","102","46","14","60",".977","-21"
"2000","Orioles","1980","1458","12900.0","4300","1576","116","","","403","","","","","104","31","6","51",".981","-21"
"1879","Blues","508","82","741.0","1831","961","322","","","77","","","","","","","118","",".897","-22"
"1884","Mountain City","161","25","219.2","557","301","123","","","7","","","","","","","49","",".875","-22"
"1886","Grays","864","141","1234.2","3030","1697","506","","","209","","","","","","","150","",".903","-22"
"1901","Reds","882","142","1265.2","3003","1751","287","","","247","","","","","","","13","",".943","-22"
"1907","Pirates","1013","157","1363.0","3114","1867","225","","","170","","","","","","","21","",".957","-22"
"1915","Tip-Tops","1091","153","1355.2","3159","1995","248","","","235","","","","","","","22","",".954","-22"
"1940","Pirates","1249","156","1388.2","3172","1897","187","","","416","","","","","","","4","",".964","-22"
"1948","Reds","1219","153","1343.1","2995","1607","136","","","335","","","","","","","10","",".971","-22"
"1952","Braves","1160","155","1396.0","3163","1674","127","","","370","","","","","","","17","",".974","-22"
