"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"1982","Rangers","6021","115","590","558","63",".110",".269",".249",".308",".359",".301","-81.1","86","","-5.1","-106.7","-48.0","3.7"
"2013","Yankees","6044","144","650","614","115",".133",".285",".242",".307",".376",".301","-59.4","86","","4.4","-89.2","28.1","14.6"
"1983","Reds","6059","107","623","577","154",".118",".274",".239",".314",".356",".301","-88.3","82","","-0.6","-125.9","62.0","13.5"
"1991","Indians","6070","79","576","546","84",".096",".288",".254",".313",".350",".301","-79.9","85","","-6.3","-115.8","-32.8","4.7"
"1945","Athletics","5862","33","494","439","25",".071",".263",".245",".306",".316",".301","-121.0","79","","-15.4","-152.9","29.6","6.1"
"1964","Reds","6153","130","660","605","90",".123",".279",".249",".308",".372",".301","-30.0","86","","6.2","-89.7","58.8","19.2"
"1959","Phillies","5735","113","599","560","39",".120",".269",".242",".312",".362",".301","-81.0","80","","-8.8","-155.9","8.8","5.3"
"1933","Braves","5728","54","552","511","25",".094",".266",".252",".299",".345",".301","-129.6","88","","4.0","-74.9","65.2","16.3"
"1884","Metropolitans","4250","22","734","112","",".087","",".262",".304",".349",".301","72.1","111","","0.0","68.4","71.4","26.3"
"1944","White Sox","5819","23","543","494","66",".074",".266",".247",".307",".320",".301","-108.6","80","","-8.0","-139.5","36.4","8.9"
"1981","Padres","4185","32","382","350","83",".089",".288",".256",".313",".346",".300","-44.4","91","","-6.3","-47.9","-2.8","9.4"
"1988","Orioles","5979","137","550","517","69",".121",".259",".238",".305",".359",".300","-52.3","88","","-7.4","-89.0","-40.4","7.1"
"1989","Pirates","6261","95","637","584","155",".118",".270",".241",".311",".359",".300","-63.0","92","","2.0","-51.5","63.5","21.8"
"1907","Senators","5699","12","507","414","223",".056","",".243",".304",".299",".300","-16.0","97","","8.4","-10.8","-55.3","14.1"
"2012","Marlins","6057","137","609","576","149",".138",".289",".244",".308",".382",".300","-75.8","87","","2.5","-92.9","10.9","10.6"
"1990","Yankees","6037","147","603","561","119",".125",".270",".241",".300",".366",".300","-86.1","85","","3.8","-101.5","11.2","10.1"
"1968","Orioles","6022","133","579","534","78",".127",".253",".225",".304",".352",".300","32.2","100","","5.2","5.9","105.9","30.3"
"1972","White Sox","5721","108","566","528","100",".108",".274",".238",".310",".346",".300","-15.5","92","","2.9","-42.1","-35.1","10.1"
"1917","Cubs","5775","17","552","458","127",".074",".268",".239",".299",".313",".300","-43.9","85","","-3.1","-89.2","-25.6","7.9"
"2010","Pirates","5974","126","587","570","87",".131",".288",".242",".304",".373",".300","-103.7","84","","-5.8","-119.0","-48.1","1.4"
"1924","Braves","5767","25","520","459","74",".071",".277",".256",".306",".327",".300","-221.0","73","","-1.2","-193.0","-7.3","-1.0"
"1955","Pirates","5790","91","560","532","22",".117",".262",".244",".308",".361",".300","-124.3","76","","-0.2","-173.0","-17.1","-2.8"
"1965","Athletics","6058","110","585","546","110",".118",".275",".240",".309",".358",".300","-23.5","88","","3.2","-77.3","-6.6","10.6"
"1980","Mets","6130","61","611","554","158",".088",".291",".257",".319",".345",".300","-98.9","87","","-8.3","-97.0","-1.6","9.8"
"1980","Mariners","6142","104","610","564","116",".108",".267",".248",".308",".356",".300","-96.8","78","","-2.1","-159.4","-26.5","1.7"
"1967","Phillies","6096","103","612","553","79",".116",".280",".242",".313",".357",".300","2.4","92","","-3.3","-56.4","-3.1","16.6"
"1966","Dodgers","6066","108","606","565","94",".106",".283",".256",".314",".362",".300","-16.6","97","","-2.2","-26.2","23.3","22.1"
"1906","Reds","5635","16","530","454","170",".066","",".238",".301",".304",".300","-23.6","84","","-3.5","-97.4","8.9","10.2"
"1914","White Sox","5700","19","487","390","167",".071",".269",".239",".302",".311",".300","-84.3","85","","-38.1","-129.0","43.4","14.0"
"2015","White Sox","6070","136","622","595","68",".130",".296",".250",".306",".380",".300","-65.9","89","87.8","-15.2","-94.3","-21.6","8.8"
"1907","Naps","5636","11","530","433","193",".069","",".241",".295",".310",".300","-19.2","94","","5.8","-30.4","61.9","23.2"
"1972","Twins","5848","93","537","506","53",".100",".278",".244",".310",".344",".300","-18.6","92","","-2.7","-47.5","91.6","22.5"
"1916","Pirates","5769","20","484","406","173",".075",".270",".240",".298",".316",".300","-49.4","88","","6.7","-60.3","-21.3","11.8"
"1871","Forest Citys","1212","7","249","164","18",".115",".278",".277",".292",".391",".300","-15.9","94","","-1.5","-17.7","-13.0","1.3"
"1981","Braves","4056","64","395","366","98",".105",".269",".243",".306",".349",".300","-45.1","82","","5.3","-76.9","19.1","7.9"
"1914","Yankees","5761","12","535","416","251",".058",".265",".229",".315",".287",".300","-85.8","82","","-37.2","-145.9","31.1","11.0"
"1884","Outlaw Reds","3933","26","703","","",".085","",".271",".298",".356",".300","62.7","109","","0.0","52.9","-0.9","22.6"
"1991","Expos","6035","95","579","536","221",".112",".287",".246",".308",".357",".300","-90.7","88","","4.5","-79.5","43.9","16.5"
"2014","Diamondbacks","6089","118","615","573","86",".127",".293",".248",".302",".376",".300","-53.1","83","","1.5","-112.8","47.5","13.0"
"1976","Padres","6050","64","570","528","92",".090",".273",".247",".310",".337",".299","-71.7","89","","-0.2","-72.5","47.5","18.3"
"1877","Grays","2413","9","339","248","",".074",".295",".280",".297",".354",".299","19.7","94","","0.0","-21.9","32.2","9.1"
"2013","White Sox","6077","148","598","574","105",".129",".291",".249",".302",".378",".299","-69.3","85","","-12.7","-117.5","-29.0","5.5"
"1905","Tigers","5566","13","511","421","129",".068","",".243",".302",".311",".299","-31.9","94","","-9.1","-43.1","2.4","14.8"
"1905","White Sox","5852","11","614","487","194",".067","",".237",".305",".304",".299","-31.6","100","","2.0","-0.3","78.6","28.1"
"1942","Reds","5860","66","527","488","42",".090",".248",".231",".299",".321",".299","-104.6","84","","5.8","-98.5","61.7","13.5"
"2014","Mariners","5977","136","634","600","96",".132",".290",".244",".300",".376",".299","-49.9","94","","3.2","-37.5","-1.5","16.4"
"1911","Dodgers","5680","28","539","465","184",".075",".269",".237",".301",".311",".299","-157.6","75","","-0.9","-180.2","26.9","3.3"
"1965","Orioles","6138","125","641","596","67",".124",".264",".238",".307",".363",".299","-27.3","92","","2.0","-56.6","108.6","24.7"
"1910","Senators","5691","9","498","393","192",".053","",".236",".309",".289",".299","-72.3","93","","-2.2","-40.5","32.8","17.5"
"2014","Mets","6145","125","629","602","101",".126",".286",".239",".308",".364",".299","-57.4","92","","-0.4","-56.0","32.6","17.8"
"1906","Superbas","5483","25","495","407","175",".072","",".236",".297",".308",".299","-25.1","93","","-0.5","-38.9","-17.1","13.8"
"2011","Pirates","6064","107","610","580","108",".123",".301",".244",".309",".368",".299","-87.8","88","","-15.2","-103.1","-17.8","6.7"
"1958","Senators","5763","121","553","526","22",".116",".259",".240",".307",".357",".299","-96.9","81","","-8.4","-138.2","-34.1","0.9"
"1916","Cardinals","5514","25","476","413","182",".075",".275",".243",".295",".318",".299","-49.2","87","","1.5","-67.5","-20.4","10.1"
"1973","Mets","6164","85","608","553","27",".092",".274",".246",".315",".338",".299","-97.1","85","","-0.5","-105.4","31.3","12.4"
"1905","Superbas","5604","29","506","430","186",".071","",".246",".297",".317",".299","-32.7","87","","2.0","-84.6","-78.0","4.2"
"2018","Orioles","6034","188","622","593","81",".152",".286",".239",".298",".391",".299","-77.6","87","88.5","-9.6","-104.1","-75.1","2.0"
"1961","Phillies","5870","103","584","549","56",".114",".276",".243",".310",".357",".299","-121.4","77","","0.8","-168.8","22.4","5.0"
"1908","Naps","5770","18","570","458","177",".070","",".239",".297",".309",".299","7.2","98","","1.4","-10.7","44.2","24.6"
"1979","Mets","6231","74","593","558","135",".100",".280",".250",".313",".350",".299","-127.7","84","","-3.1","-122.7","2.7","9.2"
"1963","Athletics","6172","95","615","582","47",".107",".273",".247",".313",".353",".299","-25.9","82","","1.6","-124.2","20.6","6.5"
"1966","Yankees","5936","162","611","569","49",".139",".249",".235",".299",".374",".299","-24.1","94","","1.5","-35.1","36.3","17.6"
"1992","Dodgers","6038","72","548","499","142",".090",".284",".248",".313",".339",".298","-85.5","90","","-3.0","-72.2","-65.0","6.1"
"1901","Giants","5260","19","544","458","133",".065","",".253",".303",".318",".298","-115.6","83","","-7.2","-125.3","-25.0","4.0"
"1881","Wolverines","3131","17","439","351","",".096",".280",".260",".293",".357",".298","19.8","102","","0.0","10.7","-2.4","12.2"
"1963","Pirates","6110","108","567","523","57",".109",".283",".250",".309",".359",".298","-26.0","93","","-2.0","-49.7","30.4","20.5"
"1908","Browns","5726","20","543","447","126",".065","",".245",".296",".310",".298","5.3","100","","-9.2","-10.8","53.5","25.3"
"2015","Phillies","6053","130","626","586","88",".133",".299",".249",".303",".382",".298","-75.5","86","87.4","-1.9","-100.3","-3.9","8.8"
"1879","Red Caps","3307","20","562","393","",".093",".290",".274",".294",".368",".298","69.5","114","","0.0","63.8","23.9","18.6"
"1962","Colt .45's","6198","105","592","549","42",".104",".270",".246",".310",".351",".298","-116.1","83","","-3.0","-137.4","-49.3","2.6"
"1908","Red Sox","5579","14","563","444","167",".066","",".245",".295",".312",".298","4.7","95","","-0.7","-25.8","7.5","18.3"
"1904","White Sox","5638","14","600","519","216",".074","",".242",".300",".316",".298","-9.9","101","","9.5","16.8","78.1","30.0"
"1993","Marlins","6127","94","581","542","117",".099",".289",".248",".314",".346",".298","-142.8","79","","1.5","-161.8","13.1","6.7"
"1978","Athletics","5914","100","532","492","144",".106",".271",".245",".303",".351",".298","-88.2","87","","-15.3","-98.2","-64.3","3.1"
"1888","Red Stockings","5206","32","745","571","469",".082","",".242",".301",".323",".298","27.8","98","","22.7","7.8","33.8","24.0"
"1967","Reds","6012","109","604","560","92",".124",".281",".248",".297",".372",".298","-6.6","84","","-1.3","-106.9","13.0","11.9"
"1978","Cardinals","5966","79","600","568","97",".109",".272",".249",".303",".358",".298","-91.0","83","","3.9","-109.9","17.3","10.9"
"1952","Pirates","5775","92","515","478","43",".100",".253",".231",".300",".331",".298","-126.2","70","","-2.2","-206.5","4.9","-1.4"
"1916","Braves","5760","22","542","472","141",".074",".263",".233",".299",".307",".298","-54.5","91","","7.1","-45.6","49.5","20.7"
"2015","Padres","6019","148","650","623","82",".142",".292",".243",".300",".385",".298","-76.1","90","87.9","5.0","-63.2","31.5","16.4"
"1881","Bisons","3127","12","440","349","",".097",".287",".264",".289",".361",".298","18.7","99","","0.0","-2.3","-39.5","7.2"
"1969","Yankees","5990","94","562","521","119",".109",".261",".235",".308",".344",".298","-73.1","86","","-2.1","-98.4","79.7","16.1"
"1969","Indians","6014","119","573","534","85",".108",".263",".237",".307",".345",".298","-71.2","79","","5.1","-137.8","-17.9","2.1"
"1970","Royals","6128","97","611","572","97",".104",".278",".244",".309",".348",".298","-104.3","81","","0.2","-136.7","32.5","8.6"
"2013","Astros","6020","148","610","566","110",".136",".304",".240",".299",".375",".298","-76.9","85","","-8.9","-112.7","-64.4","1.9"
"1910","Naps","5982","9","548","460","189",".064","",".244",".297",".308",".298","-82.0","86","","-1.5","-88.6","24.7","12.2"
"1914","Reds","5635","16","530","432","224",".064",".267",".236",".305",".300",".298","-91.0","80","","28.1","-92.1","21.8","9.5"
"1965","Cubs","6205","134","635","590","65",".121",".263",".238",".307",".358",".298","-34.0","85","","-4.3","-114.1","9.9","10.2"
"1988","Phillies","6055","106","597","567","112",".116",".272",".239",".306",".355",".298","-69.8","88","","-0.6","-83.1","-22.3","9.2"
"1913","White Sox","5449","24","486","410","156",".075",".262",".236",".299",".311",".298","-106.8","82","","-4.4","-117.3","46.8","10.5"
"1982","Padres","6160","81","675","611","165",".101",".290",".257",".311",".359",".298","-102.3","90","","2.7","-69.1","94.2","23.8"
"1990","Astros","6076","94","573","536","179",".103",".279",".242",".313",".345",".298","-102.1","85","","0.8","-104.8","-7.0","10.5"
"1915","Robins","5635","14","536","449","131",".070",".272",".248",".295",".317",".298","-78.9","82","","-22.3","-128.4","20.0","9.1"
"2017","Padres","5954","189","604","576","89",".160",".287",".234",".299",".393",".298","-121.5","82","86.1","6.7","-132.7","7.4","7.0"
"1992","Mets","6061","93","599","564","129",".107",".268",".235",".310",".342",".298","-90.5","86","","4.4","-90.5","-11.0","9.6"
"1871","Mutuals","1437","1","302","213","46",".063",".290",".287",".303",".350",".297","-22.1","96","","-1.3","-15.6","16.0","4.9"
"1988","Padres","6032","94","594","566","123",".104",".278",".247",".310",".351",".297","-69.4","91","","1.0","-56.0","69.4","21.2"
"1991","Phillies","6133","111","629","590","92",".117",".275",".241",".303",".358",".297","-100.6","85","","6.4","-100.4","19.0","12.2"
"1992","Giants","6070","105","574","532","112",".111",".283",".244",".302",".355",".297","-93.6","88","","-3.5","-82.6","39.6","15.5"
"2016","Padres","6000","177","686","654","125",".155",".291",".235",".299",".390",".297","-106.8","84","87.4","24.8","-92.3","14.0","11.1"
"1918","Robins","4578","10","360","303","113",".065",".269",".250",".291",".315",".297","-59.2","82","","0.4","-83.5","-2.5","5.8"
"2002","Tigers","5920","124","575","546","65",".132",".283",".248",".300",".379",".297","-140.2","82","","-9.4","-143.5","-68.1","-1.0"
"1969","Royals","6122","98","586","538","129",".098",".269",".240",".309",".338",".297","-76.2","82","","1.5","-127.2","18.0","7.2"
"1974","Mets","6226","96","572","538","43",".094",".254",".235",".311",".329",".297","-99.2","85","","1.1","-107.1","-35.8","6.1"
"1983","Mariners","5907","111","558","536","144",".120",".264",".240",".301",".360",".297","-100.4","80","","-3.3","-141.1","-54.4","-0.2"
"1902","Cardinals","5183","10","517","402","158",".046","",".258",".306",".304",".297","-92.1","91","","-1.7","-55.9","-23.8","10.3"
"1987","Dodgers","6114","125","635","594","128",".119",".280",".252",".309",".371",".297","-147.5","83","","-1.9","-131.3","-3.1","7.5"
"1970","Phillies","6099","101","594","553","72",".118",".277",".238",".305",".356",".297","-106.0","77","","-9.3","-182.3","-40.5","-1.4"
"2012","Cubs","5967","137","613","570","94",".138",".286",".240",".302",".378",".297","-90.0","81","","-6.0","-138.9","65.7","11.3"
"1888","Bridegrooms","5280","25","758","574","334",".079","",".242",".300",".321",".297","23.9","99","","-4.3","-13.5","28.7","21.7"
"1963","Dodgers","6045","110","640","584","124",".106",".278",".251",".309",".357",".297","-32.7","98","","0.8","-9.4","7.2","22.5"
"1975","Padres","6154","78","552","505","85",".091",".268",".244",".310",".335",".297","-116.0","84","","-1.4","-113.5","-10.0","8.1"
"1982","Reds","6100","82","545","496","131",".099",".280",".251",".310",".350",".297","-105.6","82","","-0.9","-125.8","-21.9","6.0"
"2013","Mets","6207","130","619","593","114",".129",".291",".237",".306",".366",".297","-86.4","90","","23.0","-49.2","16.1","16.5"
"1991","Astros","6147","79","605","570","125",".102",".285",".244",".309",".347",".297","-104.6","88","","-2.0","-89.1","40.0","15.5"
"1885","Red Stockings","4252","26","642","451","",".084","",".258",".294",".342",".297","28.9","99","","0.0","-8.2","11.2","15.3"
"1968","Giants","6132","108","599","566","50",".101",".267",".239",".307",".341",".297","19.3","98","","-2.0","-15.4","8.3","23.6"
"1910","Superbas","5782","25","497","408","151",".076",".261",".229",".294",".305",".297","-84.5","79","","-7.1","-150.1","-4.5","4.4"
"1977","Athletics","6021","117","605","548","176",".112",".267",".240",".308",".352",".297","-130.9","84","","3.4","-107.8","-40.3","5.6"
"1958","Orioles","5720","108","521","492","33",".109",".261",".241",".308",".350",".297","-106.8","85","","-3.9","-100.4","17.9","9.9"
"1963","Angels","6127","95","597","551","43",".103",".283",".250",".309",".354",".296","-34.6","90","","-0.7","-70.9","54.1","15.7"
"2017","Giants","6137","128","639","612","76",".132",".294",".249",".309",".380",".296","-128.5","83","86.7","2.6","-134.1","38.5","10.6"
"2014","Braves","6064","123","573","545","95",".119",".298",".241",".305",".360",".296","-68.7","86","","-4.4","-98.9","32.7","12.8"
"1903","White Sox","5175","14","516","436","180",".068","",".247",".301",".314",".296","-79.6","91","","3.3","-49.7","14.7","14.2"
"1977","Mets","6071","88","587","525","98",".102",".275",".244",".313",".346",".296","-135.9","82","","-8.9","-143.4","30.3","8.5"
"1902","Orphans","5352","6","529","423","222",".048","",".250",".307",".298",".296","-98.7","92","","10.3","-40.3","32.8","18.1"
"2016","Phillies","5992","161","610","575","96",".144",".292",".240",".301",".385",".296","-111.5","81","88.3","0.9","-137.5","43.2","9.4"
"1909","Naps","5536","10","493","407","174",".072","",".241",".288",".313",".296","-39.0","89","","0.8","-60.2","43.0","15.9"
"1906","Tigers","5474","10","517","404","206",".063","",".242",".295",".306",".296","-39.6","87","","6.1","-68.0","-61.1","6.2"
"1972","Phillies","5862","98","503","469","42",".108",".268",".236",".302",".344",".296","-34.5","82","","-8.1","-126.7","18.9","9.5"
"2015","Braves","6034","100","573","548","69",".108",".297",".251",".314",".359",".296","-91.8","84","86.9","-2.7","-115.5","22.4","9.9"
"2012","Astros","6014","146","583","545","105",".135",".288",".236",".302",".371",".296","-98.4","82","","-16.9","-144.4","17.7","5.8"
"1959","Orioles","5883","109","551","514","36",".107",".255",".238",".310",".345",".296","-109.7","84","","-0.4","-110.5","44.8","10.5"
"1968","Twins","5974","105","562","522","98",".112",".269",".237",".299",".350",".296","14.4","93","","2.0","-42.1","21.2","15.8"
"2011","Twins","6020","103","619","572","92",".113",".288",".247",".306",".360",".296","-97.4","82","","-6.5","-133.4","-25.8","4.3"
"2003","Tigers","6071","153","591","553","98",".135",".272",".240",".300",".375",".296","-164.2","80","","-6.5","-162.3","-59.2","-1.2"
"1968","Athletics","6026","94","569","522","147",".102",".279",".240",".304",".343",".296","14.4","99","","9.5","3.8","43.3","23.8"
"1886","Athletics","5275","21","772","510","284",".086","",".235",".296",".321",".296","-28.8","91","","14.9","-54.8","-30.3","9.8"
"1983","Padres","6163","93","653","592","179",".100",".277",".250",".311",".351",".295","-116.4","85","","8.4","-101.1","63.8","16.7"
"2018","Tigers","6029","135","630","597","70",".138",".293",".241",".300",".380",".295","-95.5","83","87.6","6.4","-118.5","-20.5","6.2"
"2011","Giants","6091","121","570","534","85",".126",".281",".242",".303",".368",".295","-102.7","88","","-6.5","-87.9","74.2","18.1"
"1899","Spiders","5690","12","529","454","127",".053","",".253",".299",".305",".295","-220.5","68","","-14.1","-275.2","-99.7","-14.5"
"1908","Doves","5793","17","537","426","134",".053","",".239",".303",".293",".295","-6.8","87","","-10.2","-83.2","24.8","13.6"
"1965","Senators","6078","136","591","563","30",".122",".263",".228",".304",".350",".295","-46.0","86","","-1.0","-94.7","-13.7","8.0"
"2010","Astros","6005","108","611","577","100",".115",".285",".247",".303",".362",".295","-128.5","79","","-6.4","-156.6","27.6","5.4"
"1890","Alleghenys","5213","20","597","427","208",".065",".251",".230",".300",".294",".295","-178.8","87","","-10.0","-113.0","-88.5","-2.6"
"1965","Yankees","6081","149","611","576","35",".129",".258",".235",".299",".364",".295","-45.6","89","","-0.3","-75.9","6.6","12.2"
"1943","Braves","5773","39","465","433","56",".075",".258",".233",".298",".309",".295","-113.8","75","","9.0","-152.2","47.1","6.2"
"1887","Nationals","4624","47","601","457","334",".096",".253",".241",".292",".337",".295","-147.1","82","","3.8","-133.8","-5.0","3.0"
"2014","Phillies","6198","125","619","584","109",".121",".292",".242",".302",".363",".295","-74.0","86","","10.6","-85.5","4.2","11.6"
"1979","Astros","6029","49","583","542","190",".088",".287",".256",".315",".344",".295","-142.7","86","","1.3","-98.6","73.1","18.0"
"1989","Astros","6200","97","647","598","144",".106",".265",".239",".306",".345",".295","-89.2","90","","2.4","-62.7","56.3","19.7"
"2019","Giants","6170","167","678","655","47",".153",".290",".239",".302",".392",".295","-135.8","82","87.8","-3.4","-151.4","46.1","9.2"
"1872","Forest Citys","960","0","174","116","12",".040",".292",".288",".301",".329",".295","-2.3","98","","2.6","-1.0","-16.8","1.4"
"1979","Padres","6169","93","603","559","100",".106",".264",".242",".311",".348",".295","-148.9","85","","-1.6","-112.2","51.7","15.0"
"1967","Indians","6037","131","559","514","53",".124",".263",".235",".293",".359",".295","-20.5","93","","-9.7","-53.4","10.5","13.6"
"1971","Phillies","6171","123","558","522","63",".117",".263",".233",".298",".350",".295","-70.8","81","","-0.6","-132.7","40.5","11.4"
"1904","Cubs","5695","22","597","470","227",".067","",".248",".295",".315",".295","-23.1","91","","10.6","-45.8","44.8","21.0"
"1988","Astros","6127","96","617","575","198",".107",".270",".244",".306",".351",".295","-84.4","91","","8.1","-50.6","2.0","15.4"
"1873","Whites","2387","8","526","334","44",".063",".280",".277",".296",".341",".295","-20.0","91","","3.6","-41.2","28.3","7.2"
"1906","Senators","5455","26","518","433","233",".071","",".238",".289",".309",".295","-42.4","90","","12.3","-45.5","-35.2","11.5"
"1984","Dodgers","6042","102","580","530","109",".105",".269",".244",".306",".348",".295","-110.8","87","","-5.8","-97.7","10.4","11.7"
"1884","Gothams","4373","23","693","497","",".085",".285",".255",".298",".341",".294","52.3","102","","0.0","14.6","-6.6","14.9"
"1888","Giants","5046","55","659","487","314",".094",".258",".242",".287",".336",".294","13.1","102","","-1.2","9.9","45.4","24.3"
"1883","Athletics","3912","20","720","476","",".083","",".262",".300",".346",".294","26.6","102","","0.0","13.4","-34.1","11.4"
"1988","Dodgers","6045","99","628","587","131",".104",".281",".248",".305",".352",".294","-86.2","92","","4.3","-50.0","50.2","20.0"
"1884","Red Stockings","4296","36","754","495","",".100","",".254",".289",".354",".294","50.9","104","","0.0","27.9","35.8","19.3"
"2014","Reds","5978","131","595","562","122",".127",".284",".238",".296",".365",".294","-76.8","83","","-1.2","-115.4","69.1","14.7"
"1960","Phillies","5748","99","546","503","45",".112",".281",".239",".302",".351",".294","-110.4","79","","-8.2","-148.7","-3.1","3.7"
"1985","Pirates","6099","80","568","535","110",".101",".276",".247",".311",".347",".294","-114.6","83","","-3.7","-125.3","5.0","8.2"
"1982","Mets","6108","97","609","568","137",".103",".283",".247",".305",".350",".294","-117.0","84","","5.0","-106.5","-33.1","7.0"
"1874","Athletics","2282","6","441","276","36",".061",".291",".287",".294",".347",".294","23.1","97","","-0.1","-11.0","41.4","10.5"
"2003","Dodgers","6036","124","574","544","80",".125",".275",".243",".303",".368",".294","-176.9","78","","-10.2","-178.7","84.4","10.2"
"1967","Angels","5902","114","567","524","40",".110",".274",".238",".301",".349",".294","-24.7","95","","-1.9","-34.7","69.3","21.2"
"1972","Orioles","5676","100","519","483","78",".110",".261",".229",".302",".339",".294","-40.6","93","","2.2","-38.8","109.9","24.8"
"1940","Phillies","5673","75","494","459","25",".092",".254",".238",".300",".331",".294","-184.3","73","","2.3","-183.9","35.8","2.8"
"1971","Indians","6061","109","543","507","57",".104",".264",".238",".300",".342",".294","-75.6","78","","-1.1","-146.7","12.1","5.2"
"1873","Mutuals","2256","5","424","263","15",".062",".282",".281",".294",".343",".294","-20.7","95","","3.5","-18.4","-11.8","4.6"
"1981","Cubs","3984","57","370","348","72",".103",".269",".236",".303",".340",".294","-62.3","77","","-0.7","-102.9","-50.8","-2.2"
"1877","White Stockings","2330","0","366","248","",".061",".293",".278",".296",".340",".294","8.6","96","","0.0","-15.3","-3.9","5.7"
"2018","Padres","6059","162","617","583","95",".145",".294",".235",".297",".380",".294","-106.6","84","88.5","-5.7","-122.0","10.0","8.1"
"1883","Red Stockings","3808","34","662","484","",".101","",".262",".289",".363",".294","23.7","106","","0.0","31.9","61.8","22.1"
"1980","Giants","6047","80","573","539","100",".098",".273",".244",".308",".342",".294","-128.9","86","","-3.7","-100.9","-5.0","8.8"
"1884","Buckeyes","4014","40","585","38","",".111","",".240",".288",".351",".293","45.1","111","","0.0","63.8","55.4","23.7"
"1972","Mets","5883","105","528","490","41",".107",".257",".225",".307",".332",".293","-45.5","84","","-5.1","-109.5","-24.9","7.3"
"1917","Pirates","5788","9","464","396","150",".060",".267",".238",".298",".298",".293","-69.2","82","","0.3","-106.7","-15.4","6.9"
"1973","Padres","5985","112","548","516","88",".107",".276",".244",".296",".351",".293","-119.6","82","","6.0","-115.2","-20.1","5.6"
"1968","Pirates","6163","80","583","538","130",".091",".289",".252",".306",".343",".293","6.0","95","","6.8","-21.9","84.2","30.3"
"1963","Cubs","5987","127","570","530","68",".125",".271",".238",".297",".363",".293","-50.0","84","","-6.9","-108.9","50.9","15.5"
"1906","White Sox","5654","7","567","444","214",".056","",".230",".301",".286",".293","-48.4","92","","5.3","-43.6","54.4","21.4"
"1902","Phillies","5126","5","484","389","108",".046","",".247",".305",".292",".293","-105.5","87","","-11.3","-88.2","-39.2","5.2"
"1966","Cardinals","5963","108","571","533","144",".117",".286",".251",".298",".368",".293","-47.2","85","","8.6","-99.4","86.5","19.9"
"1989","Braves","6079","128","584","544","83",".115",".263",".234",".298",".350",".293","-96.5","78","","-6.6","-150.7","46.6","8.8"
"1971","Astros","6105","71","585","547","101",".100",".273",".240",".302",".340",".293","-79.6","84","","2.6","-106.1","30.8","13.3"
"1884","Beaneaters","4396","36","684","467","",".097",".294",".254",".289",".351",".293","47.6","102","","0.0","13.8","44.7","20.0"
"1903","Cardinals","5096","8","505","404","171",".062","",".251",".297",".313",".293","-91.0","78","","1.5","-146.3","-16.6","2.7"
"1888","Colonels","5272","14","689","543","318",".074","",".241",".297",".315",".293","7.7","95","","-6.7","-43.6","-78.1","8.1"
"1907","White Sox","5720","5","584","474","175",".045","",".238",".302",".283",".293","-43.1","94","","-1.1","-34.0","54.3","22.3"
"1885","Metropolitans","3983","21","526","362","",".080","",".247",".295",".327",".293","14.7","106","","0.0","34.5","-17.1","15.4"
"1901","Beaneaters","5218","28","533","449","158",".061","",".249",".298",".310",".293","-138.1","75","","-1.6","-176.0","44.7","6.1"
"1974","Padres","6120","99","541","506","85",".101",".256",".229",".302",".330",".293","-118.4","83","","1.0","-120.0","-70.6","0.8"
"1955","Orioles","5935","54","540","503","34",".079",".269",".240",".314",".320",".293","-163.2","78","","-6.9","-167.0","-35.9","0.6"
"1871","Forest Citys","1074","3","231","147","53",".099",".270",".264",".291",".364",".292","-22.4","93","","3.5","-14.0","-6.9","1.7"
"1914","Pirates","5753","18","503","437","147",".070",".261",".233",".295",".303",".292","-114.6","80","","13.3","-109.7","62.0","12.0"
"1886","Quakers","4354","26","621","424","226",".087",".269",".240",".289",".327",".292","-34.5","93","","11.4","-36.5","50.7","17.6"
"1968","Cardinals","6080","73","583","539","110",".097",".283",".249",".298",".346",".292","0.3","94","","7.4","-31.7","30.4","23.6"
"1968","Braves","6118","80","514","480","83",".087",".279",".252",".307",".339",".292","-0.1","92","","2.3","-45.9","33.3","22.3"
"1882","Red Caps","3252","15","472","368","",".083",".283",".264",".294",".347",".292","40.9","107","","0.0","34.7","0.3","13.3"
"1979","Athletics","5971","108","573","541","104",".108",".258",".239",".302",".346",".292","-151.1","79","","-5.4","-156.3","-137.5","-9.7"
"1966","Angels","6038","122","604","562","80",".122",".266",".232",".303",".354",".292","-54.8","92","","-1.4","-57.1","35.6","15.4"
"1885","Browns","4255","17","677","450","",".075","",".246",".297",".321",".292","13.2","95","","0.0","-33.8","52.5","17.2"
"1976","Expos","5996","94","531","507","86",".105",".261",".235",".291",".340",".292","-105.1","75","","-0.5","-169.2","7.5","3.3"
"1933","Reds","5653","34","496","455","30",".074",".259",".246",".298",".320",".292","-167.5","78","","5.0","-138.0","28.6","6.0"
"1989","Dodgers","6124","89","554","513","81",".099",".270",".240",".306",".339",".292","-104.3","87","","-7.1","-93.8","36.1","14.0"
"1971","Brewers","5904","104","534","496","82",".100",".258",".229",".304",".329",".291","-84.3","81","","-1.9","-128.0","70.0","12.6"
"1890","Gladiators","3834","13","492","328","182",".072","",".221",".294",".293",".291","-143.5","76","","-0.3","-138.1","-14.6","-1.7"
